file,name,id,date,time,ight,R,T,Right,Thru,Left,ight,hru,T,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,12:00-12:15,8,30,6,1,15,,4,12,3,2,25,3,2,,4,8,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,12:15-12:30,1,12,2,6,14,6,4,14,6,11,31,5,1,4,2,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,12:30-12:45,3,14,4,8,16,4,2,15,2,10,37,2,,,2,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,12:45-13:00,7,27,3,5,18,6,3,18,5,5,29,3,,2,4,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,14:00-14:15,5,12,3,8,15,6,3,18,4,12,35,1,2,2,4,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,14:15-14:30,2,12,,3,8,5,9,27,1,5,21,5,2,1,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,14:30-14:45,3,17,3,1,13,4,4,16,4,11,40,1,,5,2,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,14:45-15:00,1,19,,3,11,4,2,14,2,14,34,,1,1,3,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,15:00-15:15,1,16,3,4,12,3,2,17,3,13,34,3,1,,1,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,15:15-15:30,4,9,3,3,11,5,1,15,2,10,40,3,,1,3,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,15:30-15:45,2,11,4,4,12,5,2,17,3,11,41,3,,1,3,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,15:45-16:00,1,13,3,3,18,7,3,14,12,15,49,2,1,2,6,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,16:00-16:15,2,23,5,3,8,2,2,25,10,18,54,3,,5,8,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,16:15-16:30,2,16,6,4,11,4,3,27,11,14,35,,3,2,7,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,16:30-16:45,3,28,3,4,5,3,6,13,4,19,59,1,,3,3,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,16:45-17:00,2,22,2,5,6,3,8,11,4,10,58,2,,3,3,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,17:00-17:15,3,17,12,6,3,4,10,24,1,9,76,6,,,6,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,17:15-17:30,1,26,8,1,13,3,6,19,4,13,81,4,,1,9,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,17:30-17:45,2,13,3,10,11,3,5,25,4,9,51,,1,,13,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/3RD%20STREET %20NE%20%26%20L%20STREET.txt,3RD STREET NE & L STREET,x,6/14/2004,17:45-18:00,2,15,3,6,9,4,7,21,3,3,49,,1,,9,,,,,,
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,07:00-07:15,10,62,12,4,109,12,13,53,15,15,63,11,22,81,73,22,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,10:00-10:15,9,69,6,3,73,5,9,73,13,11,49,5,59,59,57,51,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,10:15-10:30,7,61,5,2,55,3,7,61,11,9,51,3,43,63,49,49,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,10:30-10:45,9,61,2,3,49,7,9,62,13,11,54,6,21,50,43,49,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,10:45-11:00,6,41,8,7,63,13,13,62,10,5,73,5,17,72,56,46,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,11:00-11:15,12,66,7,17,47,4,24,89,7,12,79,10,36,57,66,66,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,11:15-11:30,16,63,7,8,53,12,16,86,7,7,85,15,19,101,114,12,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,11:30-11:45,10,48,3,7,60,2,13,46,2,8,92,9,51,97,121,71,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,11:45-12:00,14,52,3,11,63,14,14,67,7,10,83,10,169,93,167,127,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,12:00-12:15,13,59,5,10,50,7,10,67,15,9,71,10,203,160,233,173,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,12:15-12:30,11,72,9,10,77,3,13,55,16,16,73,14,174,140,214,221,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,12:30-12:45,10,51,5,7,36,1,14,69,14,13,89,16,210,159,251,152,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,12:45-13:00,13,53,3,5,39,9,13,77,9,12,76,11,93,146,209,33,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,14:00-14:15,16,81,5,7,46,16,12,88,7,10,81,6,49,73,131,45,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,14:15-14:30,5,62,5,7,56,6,16,69,5,10,81,2,41,69,116,96,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,14:30-14:45,7,68,5,1,56,7,12,57,6,8,76,4,28,54,77,69,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,14:45-15:00,8,81,8,9,43,9,9,64,7,11,87,3,60,67,94,65,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,15:00-15:15,5,85,7,7,47,7,15,67,7,9,89,7,59,114,93,63,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,15:15-15:30,3,69,3,8,41,6,21,73,5,11,97,11,43,138,101,71,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,15:30-15:45,6,72,3,7,39,4,24,89,7,11,109,12,47,162,136,79,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,15:45-16:00,6,46,3,6,40,4,17,86,5,14,124,9,35,151,162,68,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,16:00-16:15,10,52,6,4,34,4,22,94,6,10,136,13,36,176,145,34,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,16:15-16:30,9,85,4,3,52,3,25,72,8,21,123,9,21,141,115,29,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,16:30-16:45,9,80,7,13,52,6,28,75,2,23,169,9,65,249,204,85,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,16:45-17:00,7,68,9,7,46,10,20,97,4,23,140,14,42,178,160,47,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,17:00-17:15,5,63,8,6,40,6,15,98,7,28,192,9,67,204,202,43,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,17:15-17:30,4,73,2,7,54,4,21,101,5,22,185,10,48,117,110,63,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,17:30-17:45,13,71,12,10,65,5,19,99,3,30,158,8,85,230,224,107,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/7TH%20STREET %20NW%20%26%20H%20STREET.txt,7TH STREET NW & H STREET,x,6/17/2004,17:45-18:00,9,73,7,9,61,3,14,88,4,21,141,7,73,174,206,103,,,,,
file,name,id,date,time,TAL,T,,,,,,,,T,Thru,Left,,,,Left,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,07:00-07:15,7,1,1,138,5,31,24,9,15,433,433,,24,5,102,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,07:15-07:30,3,,1,139,1,29,20,6,14,431,431,,20,2,109,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,07:30-07:45,6,,,121,1,16,15,4,11,423,422,,15,6,104,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,07:45-08:00,7,2,2,172,1,30,13,1,12,436,435,1,13,3,141,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,08:00-08:15,4,,1,176,,34,5,,5,451,451,,5,3,142,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,08:15-08:30,3,1,,138,1,38,20,3,17,466,466,,20,2,99,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,08:30-08:45,2,,1,169,2,30,22,7,15,407,406,1,22,1,137,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,08:45-09:00,4,1,1,141,1,16,23,1,22,422,421,1,23,2,124,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,09:00-09:15,3,,1,147,,27,5,1,4,298,298,,5,2,120,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,09:15-09:30,5,1,1,169,1,14,15,2,13,277,276,1,15,3,154,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,09:30-09:45,1,,,137,2,12,14,1,13,268,267,1,14,1,123,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,09:45-10:00,2,,,138,4,13,14,1,13,257,257,,14,2,121,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,10:00-10:15,1,,,137,3,17,12,1,11,231,231,,12,1,117,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,10:15-10:30,,,,134,2,19,9,,9,222,221,1,9,,113,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,10:30-10:45,3,,1,137,4,19,6,,6,204,203,1,6,2,114,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,10:45-11:00,2,,2,159,1,19,6,2,4,193,191,2,6,,139,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,11:00-11:15,4,,2,151,1,21,9,,9,187,186,1,9,2,129,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,11:15-11:30,6,,2,143,2,24,12,1,11,169,167,2,12,4,117,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,11:30-11:45,2,,2,113,1,7,9,2,7,172,171,1,9,,105,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,11:45-12:00,,,,116,1,9,14,5,9,159,159,,14,,106,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,12:00-12:15,8,4,2,155,2,24,14,2,12,168,167,1,14,2,129,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,12:15-12:30,,,,127,3,13,11,3,8,157,157,,11,,111,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,12:30-12:45,5,1,2,187,,21,18,3,15,149,149,,18,2,166,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,12:45-13:00,4,2,1,141,2,12,15,3,12,141,141,,15,1,127,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,14:00-14:15,1,,1,256,1,34,11,4,7,156,156,,11,,221,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,14:15-14:30,2,,,234,3,22,9,2,7,140,139,1,9,2,209,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,14:30-14:45,1,,,261,3,31,11,3,8,146,146,,11,1,227,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,14:45-15:00,3,,1,208,1,20,14,1,13,127,127,,14,2,187,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,15:00-15:15,4,,3,312,3,21,11,,11,133,133,,11,1,288,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,15:15-15:30,4,1,1,373,5,29,9,2,7,139,139,,9,2,339,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,15:30-15:45,5,1,3,427,5,33,6,2,4,139,139,,6,1,389,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,15:45-16:00,4,3,,415,,36,17,1,16,147,147,,17,1,379,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,16:00-16:15,8,4,2,477,1,38,8,4,4,158,156,2,8,2,438,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,16:15-16:30,1,1,,443,3,37,9,7,2,158,157,1,9,,403,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,16:30-16:45,,,,492,1,35,11,3,8,146,146,,11,,456,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,16:45-17:00,3,,2,516,2,35,12,8,4,140,139,1,12,1,479,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,17:00-17:15,,,,444,1,35,11,6,5,137,137,,11,,408,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,17:15-17:30,2,,1,429,3,29,7,4,3,121,121,,7,1,397,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,17:30-17:45,2,,1,414,6,25,16,7,9,107,107,,16,1,383,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTH%20CAPITOL%20STREET %20SE %20M%20L%20KING%20JR%20AVENUE%20%26%20XENIA%20STREET.txt,SOUTH CAPITOL STREET SE M L KING JR AVENUE & XENIA STREET,x,6/16/2004,17:45-18:00,4,1,,545,4,34,12,6,6,101,101,,12,3,507,,,,,,
file,name,id,date,time,Right,Thru,Left,Right,,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/June/SOUTHERN%20AVENUE %20SE%20%26%20BENNING%20ROAD.txt,SOUTHERN AVENUE SE & BENNING ROAD,x,6/23/2004,07:00-07:15,13,64,5,14,28,2,,44,24,11,64,7,,,,,,,,,
